#Time;Power[W];RoomTemp[C];RoomHumid[%];EnvTemp[C];EnvHumid[%];EnvRadiation[W/m2];Setpoint[C]
05/07/2017 08:04:53;N/A;30.600000381469727;58.6;NaN;NaN;NaN;27
05/07/2017 08:05:03;25.74;30.600000381469727;58.6;21.1;81.0;84.0;27
05/07/2017 08:05:09;25.82;30.600000381469727;58.8;21.1;81.0;84.0;27
05/07/2017 08:05:16;25.74;30.5;58.8;21.1;81.0;84.0;27
05/07/2017 08:05:22;25.74;30.5;58.8;21.1;81.0;84.0;27
05/07/2017 08:05:29;25.6;30.600000381469727;58.7;21.1;81.0;84.0;27
05/07/2017 08:05:35;25.74;30.600000381469727;58.7;21.1;81.0;84.0;27
05/07/2017 08:05:42;25.82;30.600000381469727;58.7;21.1;81.0;84.0;27
05/07/2017 08:05:49;25.74;30.600000381469727;58.9;21.1;81.0;84.0;27
05/07/2017 08:05:55;25.74;30.600000381469727;59.0;21.1;81.0;84.0;27
05/07/2017 08:06:02;25.74;30.600000381469727;58.9;21.1;81.0;84.0;27
05/07/2017 08:06:08;25.74;30.600000381469727;59.1;21.1;81.0;84.0;27
05/07/2017 08:06:15;25.67;30.600000381469727;59.1;21.1;81.0;84.0;27
05/07/2017 08:06:22;25.67;30.600000381469727;59.2;21.1;81.0;84.0;27
05/07/2017 08:06:28;25.67;30.600000381469727;59.3;21.1;81.0;84.0;27
05/07/2017 08:06:35;25.67;30.600000381469727;59.3;21.1;81.0;84.0;27
05/07/2017 08:06:41;25.67;30.600000381469727;59.3;21.1;81.0;84.0;27
05/07/2017 08:06:48;25.74;30.600000381469727;59.5;21.3;81.0;81.0;27
05/07/2017 08:06:55;25.74;30.5;59.5;21.3;81.0;81.0;27
05/07/2017 08:07:04;25.74;30.5;59.5;21.3;81.0;81.0;27
05/07/2017 08:07:11;25.74;30.5;59.6;21.3;81.0;81.0;27
05/07/2017 08:07:17;25.6;30.5;59.6;21.3;81.0;81.0;27
05/07/2017 08:07:24;25.74;30.5;59.5;21.3;81.0;81.0;27
05/07/2017 08:07:30;25.53;30.5;59.7;21.3;81.0;81.0;27
05/07/2017 08:07:37;25.74;30.5;59.8;21.3;81.0;81.0;27
05/07/2017 08:07:44;25.6;30.399999618530273;60.0;21.3;81.0;81.0;27
05/07/2017 08:07:50;25.74;30.399999618530273;59.9;21.3;81.0;81.0;27
05/07/2017 08:07:57;25.67;30.399999618530273;59.9;21.3;81.0;81.0;27
05/07/2017 08:08:03;25.67;30.399999618530273;60.0;21.3;81.0;81.0;27
05/07/2017 08:08:10;25.46;30.5;60.0;21.3;81.0;81.0;27
05/07/2017 08:08:17;25.67;30.5;60.0;21.3;81.0;81.0;27
05/07/2017 08:08:23;25.82;30.5;60.2;21.3;81.0;81.0;27
05/07/2017 08:08:30;25.6;30.399999618530273;60.3;21.3;81.0;81.0;27
05/07/2017 08:08:37;25.46;30.5;60.3;21.3;81.0;81.0;27
05/07/2017 08:08:46;25.67;30.5;60.3;21.3;81.0;81.0;27
05/07/2017 08:08:52;25.67;30.5;60.3;21.3;81.0;81.0;27
05/07/2017 08:08:59;25.6;30.5;60.4;21.3;81.0;81.0;27
05/07/2017 08:09:05;25.6;30.5;60.3;21.3;81.0;81.0;27
05/07/2017 08:09:12;25.67;30.5;60.3;21.3;81.0;81.0;27
05/07/2017 08:09:19;25.67;30.399999618530273;60.5;21.3;81.0;81.0;27
05/07/2017 08:09:28;25.74;30.399999618530273;60.5;21.3;81.0;81.0;27
05/07/2017 08:09:35;25.74;30.399999618530273;60.6;21.3;81.0;81.0;27
05/07/2017 08:09:41;25.67;30.399999618530273;60.6;21.3;81.0;81.0;27
05/07/2017 08:09:48;25.6;30.399999618530273;60.7;21.3;81.0;81.0;27
05/07/2017 08:09:55;25.67;30.399999618530273;60.8;21.3;81.0;81.0;27
05/07/2017 08:10:01;25.67;30.399999618530273;60.9;21.3;81.0;81.0;27
05/07/2017 08:10:08;25.74;30.399999618530273;60.9;21.3;81.0;81.0;27
05/07/2017 08:10:15;25.74;30.399999618530273;60.9;21.3;81.0;81.0;27
05/07/2017 08:10:21;25.67;30.399999618530273;61.0;21.3;81.0;81.0;27
05/07/2017 08:10:28;25.6;30.399999618530273;60.9;21.3;81.0;81.0;27
05/07/2017 08:10:34;25.74;30.399999618530273;61.0;21.3;81.0;81.0;27
05/07/2017 08:10:41;25.67;30.399999618530273;61.1;21.3;81.0;81.0;27
05/07/2017 08:10:48;25.6;30.399999618530273;61.1;21.3;81.0;81.0;27
05/07/2017 08:10:54;25.74;30.399999618530273;61.2;21.3;81.0;81.0;27
05/07/2017 08:11:01;25.67;30.399999618530273;61.2;21.3;81.0;81.0;27
05/07/2017 08:11:10;25.74;30.399999618530273;61.3;21.3;81.0;81.0;27
05/07/2017 08:11:17;25.74;30.399999618530273;61.3;21.3;81.0;81.0;27
05/07/2017 08:11:24;25.74;30.399999618530273;61.3;21.3;81.0;81.0;27
05/07/2017 08:11:30;25.6;30.399999618530273;61.4;21.3;81.0;81.0;27
05/07/2017 08:11:37;25.67;30.399999618530273;61.3;21.3;81.0;81.0;27
05/07/2017 08:11:43;25.67;30.399999618530273;61.3;21.4;81.0;72.0;27
05/07/2017 08:11:50;25.67;30.5;61.2;21.4;81.0;72.0;27
05/07/2017 08:11:57;25.67;30.5;61.2;21.4;81.0;72.0;27
05/07/2017 08:12:03;25.67;30.5;61.2;21.4;81.0;72.0;27
05/07/2017 08:12:10;25.6;30.5;61.3;21.4;81.0;72.0;27
05/07/2017 08:12:16;25.82;30.5;61.2;21.4;81.0;72.0;27
05/07/2017 08:12:23;25.67;30.5;61.2;21.4;81.0;72.0;27
05/07/2017 08:12:30;25.67;30.5;61.1;21.4;81.0;72.0;27
05/07/2017 08:12:36;25.6;30.5;61.2;21.4;81.0;72.0;27
05/07/2017 08:12:43;25.6;30.5;61.2;21.4;81.0;72.0;27
05/07/2017 08:12:49;25.82;30.600000381469727;61.2;21.4;81.0;72.0;27
05/07/2017 08:12:59;25.6;30.600000381469727;61.2;21.4;81.0;72.0;27
05/07/2017 08:13:05;25.6;30.600000381469727;61.1;21.4;81.0;72.0;27
05/07/2017 08:13:12;25.53;30.600000381469727;61.1;21.4;81.0;72.0;27
05/07/2017 08:13:19;25.53;30.600000381469727;61.1;21.4;81.0;72.0;27
05/07/2017 08:13:25;25.74;30.700000762939453;61.0;21.4;81.0;72.0;27
05/07/2017 08:13:32;25.6;30.700000762939453;61.0;21.4;81.0;72.0;27
05/07/2017 08:13:39;25.6;30.700000762939453;61.0;21.4;81.0;72.0;27
05/07/2017 08:13:45;25.67;30.700000762939453;61.0;21.4;81.0;72.0;27
05/07/2017 08:13:52;25.67;30.799999237060547;61.0;21.4;81.0;72.0;27
05/07/2017 08:13:59;25.74;30.799999237060547;61.0;21.4;81.0;72.0;27
05/07/2017 08:14:05;25.67;30.799999237060547;61.0;21.4;81.0;72.0;27
05/07/2017 08:14:12;25.67;30.799999237060547;61.1;21.4;81.0;72.0;27
05/07/2017 08:14:19;25.67;30.799999237060547;61.1;21.4;81.0;72.0;27
05/07/2017 08:14:25;25.67;30.799999237060547;61.0;21.4;81.0;72.0;27
05/07/2017 08:14:32;25.67;30.799999237060547;61.0;21.4;81.0;72.0;27
05/07/2017 08:14:39;25.67;30.799999237060547;61.0;21.4;81.0;72.0;27
05/07/2017 08:14:45;25.67;30.799999237060547;61.1;21.4;81.0;72.0;27
05/07/2017 08:14:52;25.6;30.799999237060547;61.1;21.4;81.0;72.0;27
05/07/2017 08:14:58;25.82;30.799999237060547;61.1;21.4;81.0;72.0;27
05/07/2017 08:15:05;25.74;30.799999237060547;61.1;21.4;81.0;72.0;27
05/07/2017 08:15:12;25.67;30.799999237060547;61.1;21.4;81.0;72.0;27
05/07/2017 08:15:18;25.67;30.799999237060547;61.1;21.4;81.0;72.0;27
05/07/2017 08:15:25;25.74;30.799999237060547;61.1;21.4;81.0;72.0;27
05/07/2017 08:15:31;25.6;30.799999237060547;61.1;21.4;81.0;72.0;27
05/07/2017 08:15:38;25.67;30.799999237060547;61.1;21.4;81.0;72.0;27
05/07/2017 08:15:45;25.67;30.799999237060547;61.1;21.4;81.0;72.0;27
05/07/2017 08:15:51;25.67;30.799999237060547;61.1;21.4;81.0;72.0;27
05/07/2017 08:15:58;25.67;30.799999237060547;61.1;21.4;81.0;72.0;27
05/07/2017 08:16:04;25.82;30.899999618530273;61.1;21.4;81.0;72.0;27
05/07/2017 08:16:11;25.6;30.899999618530273;61.1;21.4;81.0;72.0;27
05/07/2017 08:16:18;25.74;30.899999618530273;61.1;21.4;81.0;72.0;27
05/07/2017 08:16:24;25.74;30.899999618530273;61.1;21.4;81.0;72.0;27
05/07/2017 08:16:31;25.74;30.899999618530273;61.0;21.4;81.0;72.0;27
05/07/2017 08:16:37;25.74;30.899999618530273;61.0;21.4;81.0;72.0;27
05/07/2017 08:16:44;25.6;31.0;60.9;21.4;81.0;67.0;27
05/07/2017 08:16:51;25.74;31.0;60.9;21.4;81.0;67.0;27
05/07/2017 08:16:57;25.74;31.0;60.9;21.4;81.0;67.0;27
05/07/2017 08:17:04;25.67;31.0;60.7;21.4;81.0;67.0;27
05/07/2017 08:17:11;25.74;31.0;60.7;21.4;81.0;67.0;27
05/07/2017 08:17:17;25.74;31.0;60.7;21.4;81.0;67.0;27
05/07/2017 08:17:24;25.6;31.0;60.7;21.4;81.0;67.0;27
05/07/2017 08:17:30;25.74;31.100000381469727;60.7;21.4;81.0;67.0;27
05/07/2017 08:17:40;25.6;31.100000381469727;60.7;21.4;81.0;67.0;27
05/07/2017 08:17:46;25.74;31.100000381469727;60.7;21.4;81.0;67.0;27
05/07/2017 08:17:53;25.74;31.100000381469727;60.7;21.4;81.0;67.0;27
05/07/2017 08:18:00;25.74;31.100000381469727;60.8;21.4;81.0;67.0;27
05/07/2017 08:18:06;25.74;31.0;60.8;21.4;81.0;67.0;27
05/07/2017 08:18:13;25.74;31.100000381469727;60.8;21.4;81.0;67.0;27
05/07/2017 08:18:19;25.67;31.100000381469727;60.7;21.4;81.0;67.0;27
05/07/2017 08:18:26;25.74;31.100000381469727;60.7;21.4;81.0;67.0;27
05/07/2017 08:18:33;25.74;31.100000381469727;60.7;21.4;81.0;67.0;27
05/07/2017 08:18:39;25.74;31.100000381469727;60.7;21.4;81.0;67.0;27
